month,channel,city,discounts_inr,marketing_spend_inr,promotion_type,promo_days,is_simulated
2024-02-01,Cafés,Chennai,97227.14,95415.63,trade visibility / display,6,True
2024-02-01,Sports/events,Mumbai,67321.34,79068.45,sampling / event activation,13,True
2024-02-01,Sports/events,Delhi NCR,0.0,81986.84,sampling / event activation,10,True
2024-02-01,Sports/events,Bengaluru,37372.94,94705.6,sampling / event activation,14,True
2024-02-01,Sports/events,Hyderabad,33780.33,96563.75,sampling / event activation,3,True
2024-02-01,Sports/events,Pune,0.0,69717.91,sampling / event activation,13,True
2024-02-01,Sports/events,Chennai,18934.4,72505.58,sampling / event activation,6,True
2024-03-01,Grocery,Mumbai,288994.45,136128.71,trade visibility / display,7,True
2024-03-01,Grocery,Delhi NCR,252150.43,102154.93,trade visibility / display,3,True
2024-03-01,Grocery,Bengaluru,218651.22,153067.82,trade visibility / display,15,True
2024-03-01,Grocery,Hyderabad,235730.24,108809.84,trade visibility / display,11,True
2024-03-01,Grocery,Pune,287502.15,111264.99,trade visibility / display,15,True
2024-03-01,Grocery,Chennai,166905.1,130524.96,trade visibility / display,10,True
2024-03-01,Convenience,Mumbai,391642.5,142552.77,trade visibility / display,5,True
2024-03-01,Convenience,Delhi NCR,618270.35,176524.89,trade visibility / display,7,True
2024-03-01,Convenience,Bengaluru,470749.54,199348.59,trade visibility / display,8,True
2024-03-01,Convenience,Hyderabad,331443.28,139585.08,trade visibility / display,4,True
2024-03-01,Convenience,Pune,353915.11,150278.4,trade visibility / display,15,True
2024-03-01,Convenience,Chennai,197615.45,170894.04,trade visibility / display,15,True
2024-03-01,E-commerce,Mumbai,466046.95,107471.85,bundle / search placement,10,True
2024-03-01,E-commerce,Delhi NCR,415731.36,112877.04,bundle / search placement,10,True
2024-03-01,E-commerce,Bengaluru,515149.38,137034.78,bundle / search placement,12,True
2024-03-01,E-commerce,Hyderabad,284244.32,89936.98,bundle / search placement,11,True
2024-03-01,E-commerce,Pune,273556.35,77705.79,bundle / search placement,3,True
2024-03-01,E-commerce,Chennai,320007.77,129534.15,bundle / search placement,9,True
2024-03-01,Quick commerce,Mumbai,546801.73,115217.22,instant discount / app visibility,13,True
2024-03-01,Quick commerce,Delhi NCR,630511.93,106017.64,instant discount / app visibility,13,True
2024-03-01,Quick commerce,Bengaluru,655070.21,118179.21,instant discount / app visibility,10,True
2024-03-01,Quick commerce,Hyderabad,389841.83,82682.11,instant discount / app visibility,14,True
2024-03-01,Quick commerce,Pune,468940.29,114475.61,instant discount / app visibility,10,True
2024-03-01,Quick commerce,Chennai,502761.46,98482.52,instant discount / app visibility,7,True
2024-03-01,Cafés,Mumbai,91222.23,116663.45,trade visibility / display,8,True
2024-03-01,Cafés,Delhi NCR,88599.5,114815.59,trade visibility / display,11,True
2024-03-01,Cafés,Bengaluru,186362.94,83567.89,trade visibility / display,14,True
2024-03-01,Cafés,Hyderabad,43316.04,79089.72,trade visibility / display,5,True
2024-03-01,Cafés,Pune,107598.76,101051.17,trade visibility / display,6,True
2024-03-01,Cafés,Chennai,58932.86,84298.22,trade visibility / display,11,True
2024-03-01,Sports/events,Mumbai,16204.03,79161.4,sampling / event activation,12,True
2024-03-01,Sports/events,Delhi NCR,899.93,96418.14,sampling / event activation,8,True
2024-03-01,Sports/events,Bengaluru,49997.42,63558.14,sampling / event activation,11,True
2024-03-01,Sports/events,Hyderabad,68207.56,111606.4,sampling / event activation,3,True
2024-03-01,Sports/events,Pune,100310.78,75120.87,sampling / event activation,6,True
2024-03-01,Sports/events,Chennai,30914.07,56763.79,sampling / event activation,15,True
2024-04-01,Grocery,Mumbai,314846.72,125018.09,trade visibility / display,10,True
2024-04-01,Grocery,Delhi NCR,309883.37,161717.11,trade visibility / display,14,True
2024-04-01,Grocery,Bengaluru,320396.28,167943.29,trade visibility / display,5,True
2024-04-01,Grocery,Hyderabad,334430.96,96875.56,trade visibility / display,6,True
2024-04-01,Grocery,Pune,243712.89,130703.55,trade visibility / display,15,True
2024-04-01,Grocery,Chennai,249814.28,152699.8,trade visibility / display,15,True
2024-04-01,Convenience,Mumbai,311330.97,183852.23,trade visibility / display,14,True
2024-04-01,Convenience,Delhi NCR,490962.75,146017.1,trade visibility / display,7,True
2024-04-01,Convenience,Bengaluru,399461.01,188005.17,trade visibility / display,13,True
2024-04-01,Convenience,Hyderabad,370399.16,146606.4,trade visibility / display,8,True
2024-04-01,Convenience,Pune,384700.61,157867.23,trade visibility / display,13,True
2024-04-01,Convenience,Chennai,141234.97,181726.03,trade visibility / display,14,True
2024-04-01,E-commerce,Mumbai,451524.4,107025.88,bundle / search placement,8,True
2024-04-01,E-commerce,Delhi NCR,393207.64,116552.74,bundle / search placement,6,True
2024-04-01,E-commerce,Bengaluru,367902.1,120211.54,bundle / search placement,15,True
2024-04-01,E-commerce,Hyderabad,390282.8,137013.62,bundle / search placement,8,True
2024-04-01,E-commerce,Pune,423361.74,105397.03,bundle / search placement,8,True
2024-04-01,E-commerce,Chennai,352976.2,119377.73,bundle / search placement,11,True
2024-04-01,Quick commerce,Mumbai,695611.3,149999.36,instant discount / app visibility,15,True
2024-04-01,Quick commerce,Delhi NCR,518544.15,109995.88,instant discount / app visibility,4,True
2024-04-01,Quick commerce,Bengaluru,737710.15,160259.01,instant discount / app visibility,15,True
2024-04-01,Quick commerce,Hyderabad,625126.64,138818.56,instant discount / app visibility,8,True
2024-04-01,Quick commerce,Pune,587911.13,114058.29,instant discount / app visibility,3,True
2024-04-01,Quick commerce,Chennai,472170.07,144728.38,instant discount / app visibility,7,True
2024-04-01,Cafés,Mumbai,32301.36,119093.04,trade visibility / display,9,True
2024-04-01,Cafés,Delhi NCR,75876.02,85714.25,trade visibility / display,11,True
2024-04-01,Cafés,Bengaluru,84124.3,97717.59,trade visibility / display,10,True
2024-04-01,Cafés,Hyderabad,60117.84,72587.22,trade visibility / display,4,True
2024-04-01,Cafés,Pune,20768.6,71165.54,trade visibility / display,9,True
2024-04-01,Cafés,Chennai,51636.05,70064.83,trade visibility / display,6,True
2024-04-01,Sports/events,Mumbai,55072.58,79055.02,sampling / event activation,6,True
2024-04-01,Sports/events,Delhi NCR,75999.62,85793.02,sampling / event activation,12,True
2024-04-01,Sports/events,Bengaluru,45257.33,57983.57,sampling / event activation,13,True
2024-04-01,Sports/events,Hyderabad,72274.9,59404.98,sampling / event activation,5,True
2024-04-01,Sports/events,Pune,25930.38,67022.2,sampling / event activation,10,True
2024-04-01,Sports/events,Chennai,0.0,95510.9,sampling / event activation,8,True
2024-05-01,Grocery,Mumbai,387496.06,128987.55,trade visibility / display,7,True
2024-05-01,Grocery,Delhi NCR,121141.8,118599.08,trade visibility / display,12,True
2024-05-01,Grocery,Bengaluru,646549.59,129664.89,trade visibility / display,6,True
2024-05-01,Grocery,Hyderabad,257971.65,129066.09,trade visibility / display,12,True
2024-05-01,Grocery,Pune,228824.86,98229.47,trade visibility / display,8,True
2024-05-01,Grocery,Chennai,385132.82,157419.27,trade visibility / display,4,True
2024-05-01,Convenience,Mumbai,609802.5,172215.17,trade visibility / display,13,True
2024-05-01,Convenience,Delhi NCR,315495.99,177521.49,trade visibility / display,14,True
2024-05-01,Convenience,Bengaluru,72535.9,165481.15,trade visibility / display,10,True
2024-05-01,Convenience,Hyderabad,427591.79,149210.53,trade visibility / display,12,True
2024-05-01,Convenience,Pune,270038.84,161369.95,trade visibility / display,4,True
2024-05-01,Convenience,Chennai,429553.61,196661.71,trade visibility / display,7,True
2024-05-01,E-commerce,Mumbai,418304.88,117776.42,bundle / search placement,7,True
2024-05-01,E-commerce,Delhi NCR,411205.13,117091.33,bundle / search placement,12,True
2024-05-01,E-commerce,Bengaluru,557966.1,149438.72,bundle / search placement,7,True
2024-05-01,E-commerce,Hyderabad,537658.0,116456.81,bundle / search placement,12,True
2024-05-01,E-commerce,Pune,404358.17,131279.32,bundle / search placement,6,True
2024-05-01,E-commerce,Chennai,298120.66,105267.47,bundle / search placement,10,True
2024-05-01,Quick commerce,Mumbai,798617.05,186561.01,instant discount / app visibility,5,True
2024-05-01,Quick commerce,Delhi NCR,799479.67,156463.0,instant discount / app visibility,10,True
2024-05-01,Quick commerce,Bengaluru,681650.4,182149.1,instant discount / app visibility,4,True
2024-05-01,Quick commerce,Hyderabad,526928.71,118765.95,instant discount / app visibility,12,True
2024-05-01,Quick commerce,Pune,549541.63,101849.56,instant discount / app visibility,3,True
2024-05-01,Quick commerce,Chennai,642664.11,108342.87,instant discount / app visibility,15,True
2024-05-01,Cafés,Mumbai,125976.94,142222.46,trade visibility / display,13,True
2024-05-01,Cafés,Delhi NCR,92381.08,133094.76,trade visibility / display,10,True
2024-05-01,Cafés,Bengaluru,86350.33,108989.44,trade visibility / display,14,True
2024-05-01,Cafés,Hyderabad,40932.81,128639.63,trade visibility / display,13,True
2024-05-01,Cafés,Pune,84224.2,103795.56,trade visibility / display,4,True
2024-05-01,Cafés,Chennai,66515.86,88603.67,trade visibility / display,12,True
2024-05-01,Sports/events,Mumbai,18956.25,63363.24,sampling / event activation,7,True
2024-05-01,Sports/events,Delhi NCR,52428.34,70334.26,sampling / event activation,14,True
2024-05-01,Sports/events,Bengaluru,51853.58,101757.8,sampling / event activation,14,True
2024-05-01,Sports/events,Hyderabad,66745.05,66194.86,sampling / event activation,15,True
2024-05-01,Sports/events,Pune,44681.19,95934.1,sampling / event activation,8,True
2024-05-01,Sports/events,Chennai,21948.39,55800.94,sampling / event activation,5,True
2024-06-01,Grocery,Mumbai,252833.89,146184.16,trade visibility / display,4,True
2024-06-01,Grocery,Delhi NCR,571771.42,176229.53,trade visibility / display,5,True
2024-06-01,Grocery,Bengaluru,486818.32,172237.98,trade visibility / display,15,True
2024-06-01,Grocery,Hyderabad,229252.8,152315.02,trade visibility / display,10,True
2024-06-01,Grocery,Pune,296640.63,139827.74,trade visibility / display,7,True
2024-06-01,Grocery,Chennai,256171.66,116664.1,trade visibility / display,8,True
2024-06-01,Convenience,Mumbai,514565.35,164071.22,trade visibility / display,5,True
2024-06-01,Convenience,Delhi NCR,351869.43,202105.81,trade visibility / display,10,True
2024-06-01,Convenience,Bengaluru,651290.79,203247.61,trade visibility / display,8,True
2024-06-01,Convenience,Hyderabad,377419.46,162880.19,trade visibility / display,13,True
2024-06-01,Convenience,Pune,276443.82,187817.43,trade visibility / display,3,True
2024-06-01,Convenience,Chennai,446035.2,160167.49,trade visibility / display,15,True
2024-06-01,E-commerce,Mumbai,603883.79,146484.58,bundle / search placement,3,True
2024-06-01,E-commerce,Delhi NCR,488269.0,135672.11,bundle / search placement,8,True
2024-06-01,E-commerce,Bengaluru,376635.23,160719.78,bundle / search placement,7,True
2024-06-01,E-commerce,Hyderabad,448742.6,144837.54,bundle / search placement,12,True
2024-06-01,E-commerce,Pune,323387.24,111959.65,bundle / search placement,11,True
2024-06-01,E-commerce,Chennai,270054.45,77228.53,bundle / search placement,5,True
2024-06-01,Quick commerce,Mumbai,761983.36,141728.11,instant discount / app visibility,9,True
2024-06-01,Quick commerce,Delhi NCR,545345.7,151502.77,instant discount / app visibility,9,True
2024-06-01,Quick commerce,Bengaluru,865590.8,165824.04,instant discount / app visibility,9,True
2024-06-01,Quick commerce,Hyderabad,654824.31,162632.68,instant discount / app visibility,3,True
2024-06-01,Quick commerce,Pune,548924.98,116547.27,instant discount / app visibility,5,True
2024-06-01,Quick commerce,Chennai,648563.44,160165.31,instant discount / app visibility,9,True
2024-06-01,Cafés,Mumbai,39028.15,124789.61,trade visibility / display,6,True
2024-06-01,Cafés,Delhi NCR,100382.72,124221.92,trade visibility / display,10,True
2024-06-01,Cafés,Bengaluru,108692.06,109379.04,trade visibility / display,5,True
2024-06-01,Cafés,Hyderabad,69401.34,116630.14,trade visibility / display,12,True
2024-06-01,Cafés,Pune,85880.63,135110.85,trade visibility / display,5,True
2024-06-01,Cafés,Chennai,68520.55,118861.96,trade visibility / display,11,True
2024-06-01,Sports/events,Mumbai,15359.01,71861.48,sampling / event activation,13,True
2024-06-01,Sports/events,Delhi NCR,21285.04,83136.88,sampling / event activation,7,True
2024-06-01,Sports/events,Bengaluru,0.0,110508.55,sampling / event activation,4,True
2024-06-01,Sports/events,Hyderabad,31625.31,83409.97,sampling / event activation,3,True
2024-06-01,Sports/events,Pune,14005.16,85366.07,sampling / event activation,7,True
2024-06-01,Sports/events,Chennai,41306.27,54065.87,sampling / event activation,4,True
2024-07-01,Grocery,Mumbai,250293.31,158979.38,trade visibility / display,14,True
2024-07-01,Grocery,Delhi NCR,297283.15,142804.73,trade visibility / display,15,True
2024-07-01,Grocery,Bengaluru,364920.57,152778.47,trade visibility / display,15,True
2024-07-01,Grocery,Hyderabad,215654.24,112583.52,trade visibility / display,14,True
2024-07-01,Grocery,Pune,197345.97,138003.36,trade visibility / display,10,True
2024-07-01,Grocery,Chennai,184035.8,121176.61,trade visibility / display,7,True
2024-07-01,Convenience,Mumbai,585866.84,196245.17,trade visibility / display,8,True
2024-07-01,Convenience,Delhi NCR,92954.08,179672.86,trade visibility / display,6,True
2024-07-01,Convenience,Bengaluru,212995.78,193078.73,trade visibility / display,13,True
2024-07-01,Convenience,Hyderabad,281982.0,174852.85,trade visibility / display,8,True
2024-07-01,Convenience,Pune,385548.62,181614.2,trade visibility / display,8,True
2024-07-01,Convenience,Chennai,328744.33,189442.1,trade visibility / display,11,True
2024-07-01,E-commerce,Mumbai,592437.95,154754.61,bundle / search placement,7,True
2024-07-01,E-commerce,Delhi NCR,520735.73,116620.29,bundle / search placement,7,True
2024-07-01,E-commerce,Bengaluru,581254.39,118310.64,bundle / search placement,5,True
2024-07-01,E-commerce,Hyderabad,375703.26,82872.09,bundle / search placement,3,True
2024-07-01,E-commerce,Pune,392199.97,81747.08,bundle / search placement,3,True
2024-07-01,E-commerce,Chennai,464068.99,140861.88,bundle / search placement,8,True
2024-07-01,Quick commerce,Mumbai,791620.52,163111.49,instant discount / app visibility,15,True
2024-07-01,Quick commerce,Delhi NCR,762002.5,110169.53,instant discount / app visibility,6,True
2024-07-01,Quick commerce,Bengaluru,668733.54,176721.07,instant discount / app visibility,11,True
2024-07-01,Quick commerce,Hyderabad,566185.53,129609.93,instant discount / app visibility,7,True
2024-07-01,Quick commerce,Pune,617927.45,158477.84,instant discount / app visibility,6,True
2024-07-01,Quick commerce,Chennai,512526.05,102958.97,instant discount / app visibility,5,True
2024-07-01,Cafés,Mumbai,79147.47,77586.69,trade visibility / display,10,True
2024-07-01,Cafés,Delhi NCR,65986.99,96134.19,trade visibility / display,11,True
2024-07-01,Cafés,Bengaluru,37474.91,107598.97,trade visibility / display,7,True
2024-07-01,Cafés,Hyderabad,28553.13,72037.01,trade visibility / display,9,True
2024-07-01,Cafés,Pune,83778.21,88205.08,trade visibility / display,9,True
2024-07-01,Cafés,Chennai,63628.3,120202.55,trade visibility / display,6,True
2024-07-01,Sports/events,Mumbai,46247.06,86226.3,sampling / event activation,11,True
2024-07-01,Sports/events,Delhi NCR,0.0,64535.35,sampling / event activation,10,True
2024-07-01,Sports/events,Bengaluru,40624.56,96941.0,sampling / event activation,3,True
2024-07-01,Sports/events,Hyderabad,43484.06,54157.79,sampling / event activation,9,True
2024-07-01,Sports/events,Pune,19055.52,56407.89,sampling / event activation,8,True
2024-07-01,Sports/events,Chennai,25159.29,102751.8,sampling / event activation,13,True
2024-08-01,Grocery,Mumbai,457699.16,141977.34,trade visibility / display,6,True
2024-08-01,Grocery,Delhi NCR,321992.56,160891.47,trade visibility / display,15,True
2024-08-01,Grocery,Bengaluru,434115.04,128697.1,trade visibility / display,10,True
2024-08-01,Grocery,Hyderabad,203676.97,117340.15,trade visibility / display,4,True
2024-08-01,Grocery,Pune,305346.37,150832.98,trade visibility / display,8,True
2024-08-01,Grocery,Chennai,274322.29,150419.11,trade visibility / display,14,True
2024-08-01,Convenience,Mumbai,457551.81,194596.99,trade visibility / display,6,True
2024-08-01,Convenience,Delhi NCR,328133.0,157895.23,trade visibility / display,12,True
2024-08-01,Convenience,Bengaluru,132520.82,158973.31,trade visibility / display,13,True
2024-08-01,Convenience,Hyderabad,320665.75,151066.83,trade visibility / display,12,True
2024-08-01,Convenience,Pune,348493.76,153307.69,trade visibility / display,4,True
2024-08-01,Convenience,Chennai,250860.27,177926.91,trade visibility / display,7,True
2024-08-01,E-commerce,Mumbai,513531.15,127456.85,bundle / search placement,7,True
2024-08-01,E-commerce,Delhi NCR,490261.71,118087.44,bundle / search placement,7,True
2024-08-01,E-commerce,Bengaluru,629808.75,123134.33,bundle / search placement,14,True
2024-08-01,E-commerce,Hyderabad,336069.28,116816.28,bundle / search placement,3,True
2024-08-01,E-commerce,Pune,530390.8,128568.02,bundle / search placement,10,True
2024-08-01,E-commerce,Chennai,365370.11,88451.53,bundle / search placement,15,True
2024-08-01,Quick commerce,Mumbai,752728.42,123715.9,instant discount / app visibility,14,True
2024-08-01,Quick commerce,Delhi NCR,854375.0,166063.75,instant discount / app visibility,10,True
2024-08-01,Quick commerce,Bengaluru,783004.3,166903.42,instant discount / app visibility,15,True
2024-08-01,Quick commerce,Hyderabad,430853.57,145848.15,instant discount / app visibility,8,True
2024-08-01,Quick commerce,Pune,588357.18,117793.36,instant discount / app visibility,10,True
2024-08-01,Quick commerce,Chennai,504458.33,126112.21,instant discount / app visibility,10,True
2024-08-01,Cafés,Mumbai,78066.39,80058.17,trade visibility / display,3,True
2024-08-01,Cafés,Delhi NCR,54013.15,121983.45,trade visibility / display,3,True
2024-08-01,Cafés,Bengaluru,102022.03,131230.63,trade visibility / display,14,True
2024-08-01,Cafés,Hyderabad,94816.74,85932.9,trade visibility / display,5,True
2024-08-01,Cafés,Pune,41864.58,126708.63,trade visibility / display,7,True
2024-08-01,Cafés,Chennai,14839.86,60974.95,trade visibility / display,11,True
2024-08-01,Sports/events,Mumbai,65512.48,88766.5,sampling / event activation,10,True
2024-08-01,Sports/events,Delhi NCR,40044.45,78165.39,sampling / event activation,9,True
2024-08-01,Sports/events,Bengaluru,49363.88,82176.61,sampling / event activation,15,True
2024-08-01,Sports/events,Hyderabad,14998.26,85821.9,sampling / event activation,13,True
2024-08-01,Sports/events,Pune,52621.15,90074.31,sampling / event activation,15,True
2024-08-01,Sports/events,Chennai,58470.89,106253.32,sampling / event activation,11,True
2024-09-01,Grocery,Mumbai,96120.78,131247.39,trade visibility / display,15,True
2024-09-01,Grocery,Delhi NCR,376097.79,136144.85,trade visibility / display,10,True
2024-09-01,Grocery,Bengaluru,506271.13,138552.02,trade visibility / display,10,True
2024-09-01,Grocery,Hyderabad,125816.4,105420.76,trade visibility / display,13,True
2024-09-01,Grocery,Pune,220418.95,153519.64,trade visibility / display,14,True
2024-09-01,Grocery,Chennai,114908.9,123712.69,trade visibility / display,3,True
2024-09-01,Convenience,Mumbai,506074.62,208700.36,trade visibility / display,14,True
2024-09-01,Convenience,Delhi NCR,586885.24,206030.57,trade visibility / display,11,True
2024-09-01,Convenience,Bengaluru,556259.53,161621.31,trade visibility / display,14,True
2024-09-01,Convenience,Hyderabad,257112.93,121755.37,trade visibility / display,12,True
2024-09-01,Convenience,Pune,161690.23,168690.7,trade visibility / display,15,True
2024-09-01,Convenience,Chennai,122661.26,138237.83,trade visibility / display,6,True
2024-09-01,E-commerce,Mumbai,438384.09,140964.17,bundle / search placement,5,True
2024-09-01,E-commerce,Delhi NCR,462449.11,148718.24,bundle / search placement,5,True
2024-09-01,E-commerce,Bengaluru,607298.2,142084.61,bundle / search placement,6,True
2024-09-01,E-commerce,Hyderabad,461778.17,90842.94,bundle / search placement,5,True
2024-09-01,E-commerce,Pune,302223.23,136912.13,bundle / search placement,8,True
2024-09-01,E-commerce,Chennai,400433.86,135078.3,bundle / search placement,5,True
2024-09-01,Quick commerce,Mumbai,672170.3,177186.22,instant discount / app visibility,5,True
2024-09-01,Quick commerce,Delhi NCR,665178.75,144948.48,instant discount / app visibility,9,True
2024-09-01,Quick commerce,Bengaluru,686873.63,150364.71,instant discount / app visibility,13,True
2024-09-01,Quick commerce,Hyderabad,546764.07,158759.04,instant discount / app visibility,4,True
2024-09-01,Quick commerce,Pune,613065.68,158673.87,instant discount / app visibility,9,True
2024-09-01,Quick commerce,Chennai,575594.32,119753.2,instant discount / app visibility,11,True
2024-09-01,Cafés,Mumbai,168168.6,122481.91,trade visibility / display,12,True
2024-09-01,Cafés,Delhi NCR,144502.58,114241.88,trade visibility / display,4,True
2024-09-01,Cafés,Bengaluru,76868.08,123212.48,trade visibility / display,12,True
2024-09-01,Cafés,Hyderabad,92239.38,107101.41,trade visibility / display,3,True
2024-09-01,Cafés,Pune,72066.93,84672.94,trade visibility / display,6,True
2024-09-01,Cafés,Chennai,70223.81,123433.91,trade visibility / display,7,True
2024-09-01,Sports/events,Mumbai,28445.24,106581.5,sampling / event activation,14,True
2024-09-01,Sports/events,Delhi NCR,0.0,107967.86,sampling / event activation,5,True
2024-09-01,Sports/events,Bengaluru,91540.11,119084.07,sampling / event activation,13,True
2024-09-01,Sports/events,Hyderabad,36547.07,73669.81,sampling / event activation,15,True
2024-09-01,Sports/events,Pune,28020.81,77979.12,sampling / event activation,15,True
2024-09-01,Sports/events,Chennai,26361.24,105012.15,sampling / event activation,6,True
2024-10-01,Grocery,Mumbai,318949.83,155335.06,trade visibility / display,4,True
2024-10-01,Grocery,Delhi NCR,191456.35,133012.33,trade visibility / display,5,True
2024-10-01,Grocery,Bengaluru,277372.29,123838.82,trade visibility / display,12,True
2024-10-01,Grocery,Hyderabad,152575.01,129994.16,trade visibility / display,5,True
2024-10-01,Grocery,Pune,396249.85,136476.33,trade visibility / display,11,True
2024-10-01,Grocery,Chennai,261194.86,115321.53,trade visibility / display,7,True
2024-10-01,Convenience,Mumbai,539632.48,202845.69,trade visibility / display,12,True
2024-10-01,Convenience,Delhi NCR,654441.29,205760.15,trade visibility / display,10,True
2024-10-01,Convenience,Bengaluru,459810.51,173734.75,trade visibility / display,10,True
2024-10-01,Convenience,Hyderabad,311535.39,187554.2,trade visibility / display,13,True
2024-10-01,Convenience,Pune,475976.66,168147.78,trade visibility / display,15,True
2024-10-01,Convenience,Chennai,158238.82,148679.8,trade visibility / display,7,True
2024-10-01,E-commerce,Mumbai,392965.11,119754.59,bundle / search placement,9,True
2024-10-01,E-commerce,Delhi NCR,657022.63,150809.68,bundle / search placement,11,True
